Expression,Value
29 - 45,-16
29 / 45,0.6444444444444445
29 + 47,76
29 - 47,-18
29 / 47,0.6170212765957447
29 + 48,77
29 - 48,-19
29 * 48,1392
29 / 48,0.6041666666666666
29 * 49,1421
29 / 49,0.5918367346938775
29 + 50,79
29 - 50,-21
29 * 50,1450
29 * 51,1479
29 + 52,81
29 - 52,-23
29 / 52,0.5576923076923077
29 + 54,83
29 - 54,-25
29 / 54,0.5370370370370371
29 + 55,84
29 * 55,1595
29 - 57,-28
29 - 59,-30
29 * 59,1711
29 / 59,0.4915254237288136
29 + 60,89
29 / 60,0.48333333333333334
29 + 61,90
29 * 61,1769
29 / 61,0.47540983606557374
29 + 63,92
29 - 63,-34
29 * 63,1827
29 * 64,1856
29 + 65,94
29 - 65,-36
29 * 65,1885
29 + 66,95
29 * 66,1914
29 / 66,0.4393939393939394
29 + 67,96
29 / 67,0.43283582089552236
29 - 68,-39
29 * 68,1972
29 / 68,0.4264705882352941
29 + 69,98
29 * 69,2001
29 / 69,0.42028985507246375
29 + 70,99
29 - 70,-41
29 - 71,-42
29 * 71,2059
29 * 72,2088
29 / 72,0.4027777777777778
29 + 73,102
29 / 73,0.3972602739726027
29 + 74,103
29 - 74,-45
29 * 74,2146
29 * 76,2204
29 - 77,-48
29 * 77,2233
29 / 77,0.37662337662337664
29 + 78,107
29 * 78,2262
29 / 79,0.3670886075949367
29 + 80,109
29 - 80,-51
29 / 80,0.3625
29 - 81,-52
29 + 82,111
29 / 82,0.35365853658536583
29 / 83,0.3493975903614458
29 + 84,113
29 + 85,114
29 - 85,-56
29 * 85,2465
29 / 85,0.3411764705882353
29 + 86,115
29 * 86,2494
29 / 86,0.3372093023255814
29 + 87,116
29 - 87,-58
29 * 87,2523
29 + 88,117
29 - 88,-59
29 + 89,118
29 - 89,-60
29 * 89,2581
29 - 90,-61
29 + 91,120
29 - 91,-62
29 / 91,0.31868131868131866
29 + 92,121
29 + 93,122
29 - 93,-64
29 + 94,123
29 - 94,-65
29 * 94,2726
29 + 95,124
29 * 95,2755
29 + 96,125
29 * 96,2784
29 / 96,0.3020833333333333
29 + 97,126
29 * 97,2813
29 + 98,127
29 - 98,-69
29 * 98,2842
29 / 98,0.29591836734693877
29 - 99,-70
29 * 99,2871
29 / 99,0.29292929292929293
30 + 0,30
30 + 1,31
30 / 1,30.0
30 + 3,33
30 - 3,27
30 * 3,90
30 * 4,120
30 / 4,7.5
30 + 5,35
30 - 6,24
30 - 8,22
30 * 8,240
30 / 8,3.75
30 - 10,20
30 * 10,300
30 + 11,41
30 - 12,18
30 + 13,43
30 + 14,44
30 / 14,2.142857142857143
30 + 15,45
30 * 15,450
30 / 15,2.0
30 + 16,46
30 - 16,14
30 / 16,1.875
30 + 17,47
30 * 17,510
30 + 18,48
30 / 18,1.6666666666666667
30 + 19,49
30 * 20,600
30 - 21,9
30 * 21,630
30 / 21,1.4285714285714286
30 - 22,8
30 / 22,1.3636363636363635
30 - 23,7
30 * 23,690
30 / 23,1.3043478260869565
30 + 24,54
30 - 25,5
30 * 25,750
30 + 26,56
30 * 26,780
30 - 27,3
30 - 28,2
30 / 28,1.0714285714285714
30 / 29,1.0344827586206897
30 - 30,0
30 / 30,1.0
30 - 31,-1
30 + 32,62
30 - 32,-2
30 / 32,0.9375
30 - 33,-3
30 / 33,0.9090909090909091
30 - 34,-4
30 * 34,1020
30 / 34,0.8823529411764706
30 + 36,66
30 - 36,-6
30 + 37,67
30 - 37,-7
30 * 37,1110
30 - 38,-8
30 / 38,0.7894736842105263
30 + 39,69
30 - 39,-9
30 * 39,1170
30 + 40,70
30 * 40,1200
30 / 41,0.7317073170731707
30 + 42,72
30 - 42,-12
30 * 42,1260
30 + 44,74
30 + 45,75
30 - 45,-15
30 * 45,1350
30 + 46,76
30 * 46,1380
30 - 47,-17
30 / 47,0.6382978723404256
30 - 48,-18
30 - 49,-19
30 * 50,1500
30 - 51,-21
30 * 51,1530
30 / 51,0.5882352941176471
30 * 52,1560
30 + 53,83
30 * 53,1590
30 + 54,84
30 - 54,-24
30 * 54,1620
30 + 55,85
30 / 55,0.5454545454545454
30 - 56,-26
30 * 57,1710
30 / 57,0.5263157894736842
30 - 58,-28
30 * 58,1740
30 - 59,-29
30 / 59,0.5084745762711864
30 + 60,90
30 * 60,1800
30 / 60,0.5
30 + 61,91
30 * 61,1830
30 + 62,92
30 / 62,0.4838709677419355
30 - 63,-33
30 / 63,0.47619047619047616
30 * 65,1950
30 / 65,0.46153846153846156
30 + 66,96
30 / 66,0.45454545454545453
30 + 68,98
30 * 68,2040
30 / 68,0.4411764705882353
30 * 69,2070
30 / 69,0.43478260869565216
30 + 70,100
30 - 71,-41
30 * 71,2130
30 / 71,0.4225352112676056
30 + 72,102
30 / 72,0.4166666666666667
30 + 73,103
30 - 73,-43
30 * 73,2190
30 / 73,0.410958904109589
30 + 74,104
30 + 75,105
30 - 75,-45
30 / 75,0.4
30 / 76,0.39473684210526316
30 + 77,107
30 * 77,2310
30 / 77,0.38961038961038963
30 + 79,109
30 * 79,2370
30 / 79,0.379746835443038
30 * 80,2400
30 / 80,0.375
30 * 81,2430
30 + 82,112
30 + 83,113
30 * 83,2490
30 / 83,0.3614457831325301
30 - 84,-54
30 * 84,2520
30 / 84,0.35714285714285715
30 - 85,-55
30 + 86,116
30 * 86,2580
30 / 86,0.3488372093023256
30 - 87,-57
30 * 87,2610
30 / 87,0.3448275862068966
30 - 88,-58
30 / 88,0.3409090909090909
30 - 89,-59
30 / 89,0.33707865168539325
30 + 90,120
30 / 91,0.32967032967032966
30 * 92,2760
30 / 92,0.32608695652173914
30 - 93,-63
30 / 94,0.3191489361702128
30 + 95,125
30 + 96,126
30 / 96,0.3125
30 + 97,127
30 * 98,2940
30 / 98,0.30612244897959184
31 - 0,31
31 + 1,32
31 * 1,31
31 - 2,29
31 * 2,62
31 / 2,15.5
31 + 3,34
31 - 3,28
31 * 3,93
31 + 4,35
31 * 4,124
31 - 5,26
31 / 5,6.2
31 * 6,186
31 / 6,5.166666666666667
31 + 7,38
31 * 7,217
31 * 9,279
31 / 9,3.4444444444444446
31 / 10,3.1
31 + 11,42
31 - 11,20
31 * 11,341
31 / 11,2.8181818181818183
31 + 12,43
31 - 13,18
31 * 13,403
31 - 14,17
31 * 14,434
31 + 15,46
31 * 16,496
31 / 16,1.9375
31 + 17,48
31 - 17,14
31 * 17,527
31 / 17,1.8235294117647058
31 + 19,50
31 - 19,12
31 * 19,589
31 / 19,1.631578947368421
31 + 20,51
31 * 20,620
31 + 21,52
31 / 21,1.4761904761904763
31 + 22,53
31 - 22,9
31 + 23,54
31 - 23,8
31 * 23,713
31 / 23,1.3478260869565217
31 / 25,1.24
31 - 26,5
31 * 26,806
31 + 27,58
31 * 27,837
31 - 28,3
31 * 28,868
31 + 29,60
31 / 29,1.0689655172413792
31 + 30,61
31 - 33,-2
31 * 33,1023
31 / 33,0.9393939393939394
31 + 34,65
31 - 34,-3
31 * 34,1054
31 / 34,0.9117647058823529
31 + 35,66
31 - 35,-4
31 / 35,0.8857142857142857
31 / 36,0.8611111111111112
31 * 38,1178
31 / 39,0.7948717948717948
31 + 40,71
31 / 40,0.775
31 + 42,73
31 * 42,1302
31 / 42,0.7380952380952381
31 + 44,75
31 - 44,-13
31 - 45,-14
31 - 46,-15
31 - 47,-16
31 / 47,0.6595744680851063
31 + 48,79
31 * 48,1488
31 + 49,80
31 * 49,1519
31 / 49,0.6326530612244898
31 + 50,81
31 - 50,-19
31 / 50,0.62
31 + 51,82
31 - 51,-20
31 + 52,83
31 - 52,-21
31 * 52,1612
31 + 53,84
31 - 53,-22
31 + 54,85
31 - 54,-23
31 - 55,-24
31 / 55,0.5636363636363636
31 / 56,0.5535714285714286
31 * 57,1767
31 + 58,89
31 / 58,0.5344827586206896
31 - 59,-28
31 * 59,1829
31 / 59,0.5254237288135594
31 - 60,-29
31 / 60,0.5166666666666667
31 * 61,1891
31 / 61,0.5081967213114754
31 * 62,1922
31 * 63,1953
31 / 63,0.49206349206349204
31 + 64,95
31 - 64,-33
31 * 64,1984
31 / 64,0.484375
31 + 65,96
31 / 66,0.4696969696969697
31 - 67,-36
31 + 68,99
31 * 68,2108
31 + 69,100
31 * 69,2139
31 / 69,0.4492753623188406
31 / 70,0.44285714285714284
31 - 71,-40
31 * 71,2201
31 / 71,0.43661971830985913
31 + 72,103
31 - 72,-41
31 * 72,2232
31 * 73,2263
31 + 74,105
31 * 74,2294
31 / 75,0.41333333333333333
31 * 76,2356
31 * 77,2387
31 / 77,0.4025974025974026
31 - 78,-47
31 / 78,0.3974358974358974
31 * 79,2449
31 / 80,0.3875
31 + 81,112
31 - 81,-50
31 * 81,2511
31 * 82,2542
31 + 83,114
31 / 83,0.37349397590361444
31 + 84,115
31 - 84,-53
31 / 84,0.36904761904761907
31 * 85,2635
31 / 86,0.36046511627906974
31 * 87,2697
31 + 88,119
31 * 88,2728
31 / 88,0.3522727272727273
31 + 89,120
31 - 89,-58
31 * 89,2759
31 - 90,-59
31 * 90,2790
31 / 90,0.34444444444444444
31 + 91,122
31 - 91,-60
31 * 91,2821
31 + 92,123
31 - 92,-61
31 / 92,0.33695652173913043
31 + 94,125
31 - 94,-63
31 / 94,0.32978723404255317
31 - 95,-64
31 + 96,127
31 - 96,-65
31 / 96,0.3229166666666667
31 + 97,128
31 - 97,-66
31 / 97,0.31958762886597936
31 * 98,3038
31 - 99,-68
31 / 99,0.31313131313131315
32 + 0,32
32 * 0,0
32 + 1,33
32 * 1,32
32 + 2,34
32 - 2,30
32 / 2,16.0
32 - 3,29
32 * 3,96
32 - 4,28
32 * 4,128
32 + 5,37
32 / 5,6.4
32 * 6,192
32 / 6,5.333333333333333
32 + 7,39
32 - 7,25
32 * 7,224
32 / 7,4.571428571428571
32 / 9,3.5555555555555554
32 * 10,320
32 / 10,3.2
32 + 11,43
32 * 11,352
32 / 11,2.909090909090909
32 + 12,44
32 - 12,20
32 * 12,384
32 + 13,45
32 - 13,19
32 * 13,416
32 / 13,2.4615384615384617
32 + 14,46
32 * 14,448
32 / 15,2.1333333333333333
32 + 16,48
32 + 17,49
32 * 17,544
32 / 17,1.8823529411764706
32 + 18,50
32 / 19,1.6842105263157894
32 + 20,52
32 - 20,12
32 * 20,640
32 - 21,11
32 / 21,1.5238095238095237
32 + 22,54
32 * 22,704
32 + 23,55
32 + 24,56
32 / 24,1.3333333333333333
32 + 25,57
32 - 25,7
32 * 25,800
32 / 25,1.28
32 - 26,6
32 / 26,1.2307692307692308
32 + 27,59
32 + 28,60
32 - 28,4
32 / 28,1.1428571428571428
32 + 29,61
32 / 29,1.103448275862069
32 + 30,62
32 - 30,2
32 * 30,960
32 - 31,1
32 * 31,992
32 + 32,64
32 * 32,1024
32 / 32,1.0
32 + 33,65
32 - 33,-1
32 * 33,1056
32 / 34,0.9411764705882353
32 * 35,1120
32 * 36,1152
32 - 37,-5
32 / 38,0.8421052631578947
32 - 39,-7
32 * 39,1248
32 - 40,-8
32 / 41,0.7804878048780488
32 - 43,-11
32 * 43,1376
32 - 44,-12
32 * 44,1408
32 + 45,77
32 - 47,-15
32 - 48,-16
32 * 48,1536
32 + 49,81
32 * 49,1568
32 / 50,0.64
32 + 51,83
32 * 51,1632
32 * 52,1664
32 / 52,0.6153846153846154
32 * 53,1696
32 / 53,0.6037735849056604
32 + 54,86
32 * 56,1792
32 * 57,1824
32 / 57,0.5614035087719298
32 + 59,91
32 - 59,-27
32 * 59,1888
32 / 59,0.5423728813559322
32 - 60,-28
32 + 61,93
32 * 61,1952
32 - 62,-30
32 * 62,1984
32 * 63,2016
32 + 64,96
32 - 64,-32
32 / 64,0.5
32 - 65,-33
32 / 65,0.49230769230769234
32 - 66,-34
32 - 67,-35
32 * 67,2144
32 / 67,0.47761194029850745
32 + 68,100
32 * 68,2176
32 + 69,101
32 - 69,-37
32 * 69,2208
32 / 69,0.463768115942029
32 / 70,0.45714285714285713
32 * 71,2272
32 / 71,0.4507042253521127
32 + 72,104
32 - 72,-40
32 + 74,106
32 - 74,-42
32 / 74,0.43243243243243246
32 + 75,107
32 / 75,0.4266666666666667
32 / 76,0.42105263157894735
32 + 78,110
32 / 78,0.41025641025641024
32 - 79,-47
32 / 79,0.4050632911392405
32 - 80,-48
32 * 80,2560
32 / 80,0.4
32 * 81,2592
32 / 82,0.3902439024390244
32 + 83,115
32 - 83,-51
32 * 83,2656
32 / 83,0.3855421686746988
32 - 84,-52
32 * 84,2688
32 / 84,0.38095238095238093
32 + 85,117
32 / 85,0.3764705882352941
32 * 86,2752
32 + 87,119
32 - 87,-55
32 * 87,2784
32 + 88,120
32 * 88,2816
32 - 89,-57
32 + 90,122
32 - 90,-58
32 / 91,0.3516483516483517
32 + 92,124
32 * 92,2944
32 / 92,0.34782608695652173
32 - 93,-61
32 * 93,2976
32 + 94,126
32 * 94,3008
32 + 96,128
32 * 96,3072
32 * 97,3104
32 * 98,3136
32 / 98,0.32653061224489793
32 - 99,-67
33 + 0,33
33 - 0,33
33 * 0,0
33 + 1,34
33 - 1,32
33 * 1,33
33 + 3,36
33 - 3,30
33 * 3,99
33 / 3,11.0
33 + 4,37
33 - 4,29
33 / 4,8.25
33 + 5,38
33 / 5,6.6
33 - 8,25
33 * 8,264
33 / 8,4.125
33 + 9,42
33 - 9,24
33 + 10,43
33 - 10,23
33 * 10,330
33 / 10,3.3
33 - 11,22
33 * 11,363
33 / 11,3.0
33 + 12,45
33 * 12,396
33 - 13,20
33 * 13,429
33 + 14,47
33 + 15,48
33 - 15,18
33 / 15,2.2
33 * 16,528
33 - 17,16
33 / 17,1.9411764705882353
33 + 18,51
33 - 18,15
33 / 18,1.8333333333333333
33 + 19,52
33 * 19,627
33 / 19,1.736842105263158
33 / 20,1.65
33 / 21,1.5714285714285714
33 + 22,55
33 - 22,11
33 + 23,56
33 / 23,1.434782608695652
33 - 24,9
33 / 24,1.375
33 - 25,8
33 / 25,1.32
33 + 26,59
33 - 26,7
33 * 26,858
33 / 26,1.2692307692307692
33 + 27,60
33 - 27,6
33 * 27,891
33 / 27,1.2222222222222223
33 + 28,61
33 - 28,5
33 / 28,1.1785714285714286
33 - 29,4
33 * 29,957
33 + 31,64
33 - 31,2
33 / 31,1.064516129032258
33 - 32,1
33 / 33,1.0
33 + 34,67
33 - 34,-1
33 * 34,1122
33 + 35,68
33 - 36,-3
33 / 36,0.9166666666666666
33 / 38,0.868421052631579
33 + 39,72
33 - 39,-6
33 * 39,1287
33 / 39,0.8461538461538461
33 + 40,73
33 - 40,-7
33 + 41,74
33 * 41,1353
33 - 42,-9
33 / 42,0.7857142857142857
33 + 43,76
33 - 43,-10
33 * 43,1419
33 / 43,0.7674418604651163
33 - 44,-11
33 / 44,0.75
33 + 45,78
33 - 45,-12
33 * 45,1485
33 + 46,79
33 - 46,-13
33 / 46,0.717391304347826
33 + 47,80
33 * 47,1551
33 / 47,0.7021276595744681
33 - 48,-15
33 - 49,-16
33 * 49,1617
33 / 49,0.673469387755102
33 * 50,1650
33 + 51,84
33 / 51,0.6470588235294118
33 + 52,85
33 - 52,-19
33 / 52,0.6346153846153846
33 / 53,0.6226415094339622
33 - 54,-21
33 + 55,88
33 - 55,-22
33 / 55,0.6
33 - 56,-23
33 + 57,90
33 - 58,-25
33 + 59,92
33 - 59,-26
33 + 60,93
33 * 60,1980
33 / 60,0.55
33 + 61,94
33 / 61,0.5409836065573771
33 + 62,95
33 / 63,0.5238095238095238
33 - 64,-31
33 * 64,2112
33 - 65,-32
33 * 65,2145
33 + 66,99
33 * 66,2178
33 - 67,-34
33 / 68,0.4852941176470588
33 - 69,-36
33 * 69,2277
33 / 69,0.4782608695652174
33 + 70,103
33 * 70,2310
33 + 71,104
33 - 71,-38
33 + 72,105
33 + 73,106
33 / 73,0.4520547945205479
33 - 74,-41
33 * 74,2442
33 / 74,0.44594594594594594
33 + 75,108
33 - 75,-42
33 + 76,109
33 * 76,2508
33 - 77,-44
33 * 77,2541
33 / 77,0.42857142857142855
33 - 78,-45
33 * 79,2607
33 + 80,113
33 + 81,114
33 - 81,-48
33 + 83,116
33 + 84,117
33 - 84,-51
33 - 86,-53
33 * 86,2838
33 / 86,0.38372093023255816
33 * 87,2871
33 / 87,0.3793103448275862
33 * 88,2904
33 + 89,122
33 - 89,-56
33 * 89,2937
33 / 89,0.3707865168539326
33 + 90,123
33 - 90,-57
33 + 91,124
33 - 91,-58
33 / 91,0.3626373626373626
33 * 92,3036
33 / 92,0.358695652173913
33 + 93,126
33 - 93,-60
33 + 94,127
33 / 94,0.35106382978723405
33 + 95,128
33 * 95,3135
33 * 96,3168
33 + 97,130
33 - 97,-64
33 * 97,3201
33 - 98,-65
33 / 98,0.336734693877551
33 * 99,3267
33 / 99,0.3333333333333333
34 - 0,34
34 * 0,0
34 - 2,32
34 + 3,37
34 - 3,31
34 + 4,38
34 * 4,136
34 / 4,8.5
34 + 5,39
34 * 5,170
34 / 5,6.8
34 - 6,28
34 / 6,5.666666666666667
34 / 7,4.857142857142857
34 - 8,26
34 * 8,272
34 + 9,43
34 * 9,306
34 / 9,3.7777777777777777
34 + 10,44
34 - 10,24
34 * 10,340
34 / 11,3.090909090909091
34 + 12,46
34 * 12,408
34 + 13,47
34 - 13,21
34 * 13,442
34 / 13,2.6153846153846154
34 - 14,20
34 / 14,2.4285714285714284
34 + 15,49
34 - 15,19
34 * 15,510
34 / 15,2.2666666666666666
34 + 16,50
34 / 16,2.125
34 - 17,17
34 * 17,578
34 / 17,2.0
34 + 19,53
34 * 19,646
34 / 19,1.7894736842105263
34 - 20,14
34 * 20,680
34 + 21,55
34 - 21,13
34 * 21,714
34 * 22,748
34 / 22,1.5454545454545454
34 + 23,57
34 - 23,11
34 * 23,782
34 + 24,58
34 * 24,816
34 / 24,1.4166666666666667
34 * 25,850
34 / 25,1.36
34 + 26,60
34 - 26,8
34 / 26,1.3076923076923077
34 * 27,918
34 / 27,1.2592592592592593
34 - 28,6
34 * 28,952
34 / 28,1.2142857142857142
34 * 29,986
34 + 30,64
34 - 30,4
34 * 30,1020
34 * 31,1054
34 / 31,1.096774193548387
34 - 32,2
34 * 33,1122
34 - 34,0
34 + 35,69
34 - 35,-1
34 * 35,1190
34 / 35,0.9714285714285714
34 * 36,1224
34 / 36,0.9444444444444444
34 * 37,1258
34 + 38,72
34 - 38,-4
34 * 39,1326
34 / 39,0.8717948717948718
34 - 40,-6
34 * 40,1360
34 / 40,0.85
34 * 41,1394
34 - 42,-8
34 * 42,1428
34 / 42,0.8095238095238095
34 + 43,77
34 * 43,1462
34 / 43,0.7906976744186046
34 + 45,79
34 * 45,1530
34 - 46,-12
34 * 46,1564
34 * 47,1598
34 + 48,82
34 * 48,1632
34 * 49,1666
34 + 50,84
34 - 50,-16
34 / 50,0.68
34 + 51,85
34 + 52,86
34 + 53,87
34 - 53,-19
34 * 53,1802
34 + 54,88
34 - 54,-20
34 * 54,1836
34 + 55,89
34 / 55,0.6181818181818182
34 - 58,-24
34 / 58,0.5862068965517241
34 + 59,93
34 * 59,2006
34 / 59,0.576271186440678
34 + 60,94
34 * 60,2040
34 / 60,0.5666666666666667
34 / 61,0.5573770491803278
34 + 62,96
34 - 62,-28
34 / 62,0.5483870967741935
34 + 63,97
34 - 63,-29
34 / 63,0.5396825396825397
34 / 64,0.53125
34 + 65,99
34 / 65,0.5230769230769231
34 + 66,100
34 - 66,-32
34 * 66,2244
34 - 67,-33
34 * 67,2278
34 / 67,0.5074626865671642
34 * 68,2312
34 + 69,103
34 * 69,2346
34 / 69,0.4927536231884058
34 - 70,-36
34 * 71,2414
34 - 72,-38
34 / 72,0.4722222222222222
34 + 73,107
34 - 73,-39
34 * 73,2482
34 / 73,0.4657534246575342
34 + 74,108
34 - 74,-40
34 - 75,-41
34 / 76,0.4473684210526316
34 + 77,111
34 - 77,-43
34 + 78,112
34 - 78,-44
34 / 79,0.43037974683544306
34 * 80,2720
34 / 80,0.425
34 * 81,2754
34 + 82,116
34 * 82,2788
34 + 83,117
34 - 83,-49
34 / 83,0.40963855421686746
34 + 84,118
34 / 84,0.40476190476190477
34 - 85,-51
34 + 86,120
34 + 87,121
34 - 87,-53
34 - 88,-54
34 / 88,0.38636363636363635
34 / 89,0.38202247191011235
34 + 90,124
34 * 90,3060
34 - 91,-57
34 / 91,0.37362637362637363
34 - 93,-59
34 * 93,3162
34 / 93,0.3655913978494624
34 - 95,-61
34 * 95,3230
34 / 95,0.35789473684210527
34 + 96,130
34 / 96,0.3541666666666667
34 - 97,-63
34 + 98,132
34 - 98,-64
34 * 98,3332
34 + 99,133
34 * 99,3366
35 + 0,35
35 - 0,35
35 + 1,36
35 * 1,35
35 + 2,37
35 + 3,38
35 / 3,11.666666666666666
35 + 4,39
35 - 4,31
35 / 4,8.75
35 + 5,40
35 - 5,30
35 / 6,5.833333333333333
35 + 7,42
35 - 7,28
35 - 8,27
35 - 9,26
35 * 9,315
35 / 9,3.888888888888889
35 + 10,45
35 - 10,25
35 - 11,24
35 - 12,23
35 / 12,2.9166666666666665
35 * 13,455
35 / 13,2.6923076923076925
35 + 14,49
35 - 14,21
35 + 15,50
35 / 15,2.3333333333333335
35 + 16,51
35 - 16,19
35 + 17,52
35 - 17,18
35 / 17,2.0588235294117645
35 + 18,53
35 - 18,17
35 * 18,630
35 + 19,54
35 + 20,55
35 * 20,700
35 / 20,1.75
35 - 21,14
35 * 22,770
35 - 23,12
35 * 23,805
35 * 24,840
35 - 25,10
35 * 25,875
35 - 26,9
35 * 26,910
35 + 27,62
35 * 27,945
35 / 27,1.2962962962962963
35 - 28,7
35 * 28,980
35 + 29,64
35 / 30,1.1666666666666667
35 + 31,66
35 * 31,1085
35 + 32,67
35 * 32,1120
35 / 32,1.09375
35 + 33,68
35 * 33,1155
35 / 33,1.0606060606060606
35 - 34,1
35 * 34,1190
35 - 35,0
35 * 35,1225
35 + 36,71
35 - 36,-1
35 / 36,0.9722222222222222
35 + 37,72
35 - 37,-2
35 * 37,1295
35 / 37,0.9459459459459459
35 * 38,1330
35 * 39,1365
35 / 39,0.8974358974358975
35 + 40,75
35 - 40,-5
35 * 40,1400
35 / 40,0.875
35 - 41,-6
35 * 41,1435
35 / 41,0.8536585365853658
35 * 43,1505
35 + 44,79
35 - 44,-9
35 * 44,1540
35 / 44,0.7954545454545454
35 + 45,80
35 - 45,-10
35 * 45,1575
35 / 45,0.7777777777777778
35 - 46,-11
35 / 46,0.7608695652173914
35 + 47,82
35 * 47,1645
35 / 47,0.7446808510638298
35 + 48,83
35 - 48,-13
35 * 48,1680
35 + 49,84
35 - 49,-14
35 + 50,85
35 + 51,86
35 + 52,87
35 / 52,0.6730769230769231
35 - 53,-18
35 * 53,1855
35 * 54,1890
35 / 54,0.6481481481481481
35 - 55,-20
35 * 55,1925
35 - 56,-21
35 * 56,1960
35 + 57,92
35 - 57,-22
35 / 57,0.6140350877192983
35 + 58,93
35 - 58,-23
35 * 58,2030
35 - 59,-24
35 * 59,2065
35 / 59,0.5932203389830508
35 + 60,95
35 / 60,0.5833333333333334
35 + 61,96
35 / 61,0.5737704918032787
35 + 62,97
35 / 62,0.5645161290322581
35 - 63,-28
35 * 63,2205
35 / 63,0.5555555555555556
35 * 64,2240
35 + 65,100
35 * 65,2275
35 / 65,0.5384615384615384
35 + 66,101
35 - 66,-31
35 - 67,-32
35 / 67,0.5223880597014925
35 + 68,103
35 - 68,-33
35 / 68,0.5147058823529411
35 + 69,104
35 - 69,-34
35 * 69,2415
35 + 70,105
35 / 70,0.5
35 + 71,106
35 - 72,-37
35 * 72,2520
35 / 72,0.4861111111111111
35 * 73,2555
35 / 73,0.4794520547945205
35 + 74,109
35 / 74,0.47297297297297297
35 - 75,-40
35 * 75,2625
35 + 76,111
35 / 76,0.4605263157894737
35 - 77,-42
35 * 77,2695
35 + 78,113
35 - 78,-43
35 + 80,115
35 - 80,-45
35 * 80,2800
35 / 80,0.4375
35 - 81,-46
35 * 81,2835
35 / 81,0.43209876543209874
35 + 83,118
35 - 83,-48
35 * 83,2905
35 / 83,0.42168674698795183
35 - 84,-49
35 / 84,0.4166666666666667
35 + 86,121
35 * 86,3010
35 + 87,122
35 / 87,0.40229885057471265
35 + 89,124
35 - 89,-54
35 + 90,125
35 * 90,3150
35 / 90,0.3888888888888889
35 + 91,126
35 - 91,-56
35 * 91,3185
35 * 92,3220
35 + 93,128
35 - 93,-58
35 * 93,3255
35 / 93,0.3763440860215054
35 * 94,3290
35 - 95,-60
35 / 95,0.3684210526315789
35 + 96,131
35 - 96,-61
35 - 97,-62
35 / 97,0.36082474226804123
35 + 98,133
35 - 98,-63
35 * 98,3430
35 + 99,134
35 * 99,3465
35 / 99,0.35353535353535354
36 - 0,36
36 + 1,37
36 - 1,35
36 * 1,36
36 - 2,34
36 * 2,72
36 / 2,18.0
36 + 3,39
36 - 3,33
36 * 3,108
36 - 4,32
36 / 4,9.0
36 - 5,31
36 * 5,180
36 + 6,42
36 - 6,30
36 / 6,6.0
36 - 7,29
36 / 7,5.142857142857143
36 - 8,28
36 * 8,288
36 / 8,4.5
36 + 9,45
36 / 9,4.0
36 + 10,46
36 / 11,3.272727272727273
36 - 12,24
36 * 12,432
36 * 13,468
36 / 13,2.769230769230769
36 / 14,2.5714285714285716
36 * 15,540
36 - 16,20
36 * 16,576
36 / 16,2.25
36 / 17,2.1176470588235294
36 - 18,18
36 / 18,2.0
36 - 19,17
36 / 19,1.894736842105263
36 - 20,16
36 * 20,720
36 / 20,1.8
36 - 21,15
36 * 21,756
36 / 21,1.7142857142857142
36 - 22,14
36 * 22,792
36 - 23,13
36 * 24,864
36 + 25,61
36 - 25,11
36 * 25,900
36 / 25,1.44
36 + 26,62
36 * 26,936
36 / 26,1.3846153846153846
36 + 27,63
36 - 27,9
36 / 27,1.3333333333333333
36 + 28,64
36 * 28,1008
36 * 29,1044
36 + 30,66
36 * 30,1080
36 + 31,67
36 - 31,5
36 / 31,1.1612903225806452
36 * 32,1152
36 + 33,69
36 * 33,1188
36 + 34,70
36 + 35,71
36 - 35,1
36 * 35,1260
36 / 35,1.0285714285714285
36 / 37,0.972972972972973
36 - 38,-2
36 + 39,75
36 - 39,-3
36 * 39,1404
36 + 40,76
36 * 40,1440
36 / 40,0.9
36 + 41,77
36 - 41,-5
36 * 41,1476
36 / 41,0.8780487804878049
36 * 42,1512
36 + 43,79
36 / 43,0.8372093023255814
36 + 44,80
36 * 44,1584
36 / 44,0.8181818181818182
36 + 45,81
36 - 45,-9
36 * 45,1620
36 + 46,82
36 - 46,-10
36 * 46,1656
36 * 47,1692
36 + 48,84
36 / 48,0.75
36 + 49,85
36 / 49,0.7346938775510204
36 + 50,86
36 * 50,1800
36 * 51,1836
36 + 52,88
36 + 53,89
36 * 53,1908
36 / 53,0.6792452830188679
36 - 54,-18
36 / 54,0.6666666666666666
36 + 55,91
36 - 55,-19
36 * 55,1980
36 + 56,92
36 * 56,2016
36 / 57,0.631578947368421
36 + 58,94
36 - 58,-22
36 * 58,2088
36 / 58,0.6206896551724138
36 - 59,-23
36 - 60,-24
36 / 60,0.6
36 + 61,97
36 * 61,2196
36 * 62,2232
36 - 63,-27
36 / 63,0.5714285714285714
36 - 64,-28
36 * 64,2304
36 + 65,101
36 - 65,-29
36 + 66,102
36 - 66,-30
36 * 66,2376
36 + 67,103
36 * 67,2412
36 + 68,104
36 * 68,2448
36 - 69,-33
36 / 69,0.5217391304347826
36 + 70,106
36 + 71,107
36 - 71,-35
36 + 72,108
36 - 72,-36
36 * 72,2592
36 * 73,2628
36 / 73,0.4931506849315068
36 / 74,0.4864864864864865
36 + 75,111
36 - 75,-39
36 / 75,0.48
36 * 76,2736
36 - 77,-41
36 * 77,2772
