Expression,Value
49-55,-6
87*74,6438
81/31,2.6129032258064515
76-10,66
52-74,-22
46-2,44
28+72,100
40+82,122
83-74,9
78-56,22
10/77,0.12987012987012986
6*72,432
61*3,183
96+83,179
94*42,3948
57-67,-10
25/49,0.5102040816326531
26+2,28
34*43,1462
58+50,108
47/37,1.2702702702702702
92+23,115
82*42,3444
73-67,6
30/88,0.3409090909090909
39/18,2.1666666666666665
69-59,10
62-92,-30
82*93,7626
66*47,3102
40+46,86
91-83,8
51/41,1.2439024390243902
92+67,159
28-37,-9
2+77,79
9*84,756
27*52,1404
21*53,1113
55/58,0.9482758620689655
40/3,13.333333333333334
83*32,2656
46/71,0.647887323943662
21+75,96
19*95,1805
71+39,110
20-3,17
74*14,1036
14+62,76
83*29,2407
2-8,-6
81*16,1296
31-9,22
98*45,4410
20*1,20
10-40,-30
21+8,29
45-18,27
8-99,-91
7*37,259
86+88,174
24/4,6.0
8+72,80
4/79,0.05063291139240506
92+7,99
83*16,1328
0-4,-4
16/63,0.25396825396825395
83/65,1.2769230769230768
98-88,10
13-93,-80
2*89,178
75/20,3.75
0+31,31
8*64,512
39+76,115
58-25,33
29-77,-48
91*75,6825
58+22,80
38+13,51
72-98,-26
30*47,1410
92/3,30.666666666666668
97-58,39
67-36,31
37-10,27
41/28,1.4642857142857142
55*88,4840
12/20,0.6
96+20,116
2*43,86
78*34,2652
38*61,2318
11+98,109
75/1,75.0
37+98,135
59-81,-22
3-96,-93
7*69,483
46+66,112
34+55,89
78+76,154
70-59,11
46+96,142
90/4,22.5
86+41,127
61+79,140
14/22,0.6363636363636364
52+91,143
34+9,43
93+21,114
99/9,11.0
95+70,165
60*86,5160
81*65,5265
59*50,2950
13*18,234
66+25,91
86/70,1.2285714285714286
71-77,-6
14-57,-43
63*96,6048
68+11,79
60/28,2.142857142857143
50/50,1.0
38+54,92
33/87,0.3793103448275862
53-9,44
32+76,108
52+56,108
72*99,7128
88/43,2.046511627906977
20*15,300
79+76,155
37*17,629
42*13,546
13*41,533
65-43,22
23-74,-51
62*9,558
67*31,2077
57+24,81
40/7,5.714285714285714
25+44,69
25+76,101
44/18,2.4444444444444446
93*20,1860
32/7,4.571428571428571
35+76,111
43+17,60
45+77,122
7/70,0.1
72+53,125
23-46,-23
48-19,29
54*52,2808
59/28,2.107142857142857
58-36,22
33-18,15
2+43,45
79-76,3
90/57,1.5789473684210527
23+96,119
39*2,78
89-29,60
39+15,54
17*28,476
48*91,4368
16*95,1520
52-77,-25
25+12,37
93*94,8742
88+85,173
81*97,7857
54*73,3942
86/57,1.5087719298245614
68/63,1.0793650793650793
24/62,0.3870967741935484
38-29,9
40-22,18
12+81,93
27/27,1.0
44/37,1.1891891891891893
89*6,534
44-90,-46
96+6,102
40/28,1.4285714285714286
95*18,1710
28+8,36
24*49,1176
39+46,85
22-47,-25
48*10,480
7+77,84
20/38,0.5263157894736842
4/5,0.8
30/99,0.30303030303030304
11-85,-74
91*61,5551
62/45,1.3777777777777778
99+78,177
36+69,105
98/91,1.0769230769230769
62-95,-33
76-32,44
98-10,88
22+16,38
25+69,94
81*28,2268
45*34,1530
57*91,5187
66*34,2244
82+27,109
13/38,0.34210526315789475
18+19,37
10+32,42
18+25,43
37*25,925
43+76,119
18*68,1224
41/58,0.7068965517241379
54*2,108
12/22,0.5454545454545454
23*27,621
45*28,1260
17*58,986
31-46,-15
32/78,0.41025641025641024
86*93,7998
44+50,94
1/30,0.03333333333333333
65*98,6370
28-10,18
36+73,109
98/36,2.7222222222222223
25+30,55
53*53,2809
15/64,0.234375
84*56,4704
99/29,3.413793103448276
78-49,29
75-23,52
6/18,0.3333333333333333
61*81,4941
26/20,1.3
52+85,137
95-84,11
24/79,0.3037974683544304
56+37,93
95*59,5605
53-41,12
48/24,2.0
41+44,85
91+39,130
82-62,20
99*59,5841
74/76,0.9736842105263158
48*10,480
82*1,82
22/75,0.29333333333333333
94*6,564
41*98,4018
64*76,4864
55-50,5
60-80,-20
8*55,440
91-50,41
84*15,1260
3+32,35
62-31,31
18-61,-43
2-29,-27
24/65,0.36923076923076925
12/17,0.7058823529411765
91+84,175
5*31,155
45/42,1.0714285714285714
37/6,6.166666666666667
22*4,88
61+44,105
93+30,123
2*44,88
80+60,140
62-80,-18
45*57,2565
92+80,172
76-15,61
24/43,0.5581395348837209
86+74,160
14/26,0.5384615384615384
82-73,9
33/65,0.5076923076923077
95*89,8455
23/60,0.38333333333333336
74*69,5106
29*38,1102
51/9,5.666666666666667
12+46,58
35*17,595
47/69,0.6811594202898551
9/65,0.13846153846153847
77*14,1078
18/11,1.6363636363636365
45*50,2250
64*51,3264
72*79,5688
53*96,5088
91/37,2.4594594594594597
20/78,0.2564102564102564
44-31,13
5/44,0.11363636363636363
13/58,0.22413793103448276
5-61,-56
24+5,29
3+56,59
88+76,164
87/7,12.428571428571429
54/24,2.25
46/97,0.4742268041237113
85*89,7565
89+45,134
47*77,3619
76-17,59
61*62,3782
41+7,48
85+10,95
90*7,630
62-94,-32
51*64,3264
35+32,67
83*14,1162
85-82,3
54+74,128
25-5,20
89-28,61
41/43,0.9534883720930233
37-32,5
63-20,43
60+26,86
86/94,0.9148936170212766
53+28,81
86*15,1290
12*47,564
80/56,1.4285714285714286
43/96,0.4479166666666667
71/96,0.7395833333333334
79*80,6320
72/92,0.782608695652174
77+25,102
83-6,77
8/71,0.11267605633802817
40+11,51
28-60,-32
25-11,14
17/46,0.3695652173913043
39/74,0.527027027027027
80/9,8.88888888888889
88-27,61
36-70,-34
98-77,21
19*2,38
0-31,-31
58*22,1276
67+47,114
38*71,2698
70-58,12
96*13,1248
4+79,83
90-61,29
67/62,1.0806451612903225
53/92,0.5760869565217391
23+8,31
28*57,1596
86*65,5590
75+61,136
36*74,2664
23/49,0.46938775510204084
7*46,322
22*8,176
9+51,60
93*74,6882
74*65,4810
91*6,546
37*6,222
90/98,0.9183673469387755
44/44,1.0
84*85,7140
66*65,4290
49*50,2450
58/73,0.7945205479452054
40+46,86
86-49,37
47-96,-49
14*42,588
48*54,2592
91/53,1.7169811320754718
67/48,1.3958333333333333
15+68,83
66/75,0.88
14*15,210
2/42,0.047619047619047616
22-66,-44
29*30,870
22+73,95
74+9,83
26/66,0.3939393939393939
4/25,0.16
5*1,5
29/27,1.0740740740740742
54*18,972
86*11,946
11/13,0.8461538461538461
2*6,12
8+28,36
77+79,156
32+64,96
32/99,0.32323232323232326
20/91,0.21978021978021978
68*36,2448
50/27,1.8518518518518519
54/32,1.6875
54*97,5238
76+73,149
54/20,2.7
77*7,539
29*20,580
52*77,4004
94/12,7.833333333333333
28/6,4.666666666666667
9*13,117
55*47,2585
83+97,180
78*3,234
87/72,1.2083333333333333
80/17,4.705882352941177
63+5,68
25/22,1.1363636363636365
70-18,52
77-91,-14
49-35,14
29/44,0.6590909090909091
87+41,128
54-65,-11
2*77,154
96/52,1.8461538461538463
17*77,1309
74-20,54
88/43,2.046511627906977
55/55,1.0
26*77,2002
83-41,42
74*50,3700
59+48,107
27/4,6.75
28+59,87
21+26,47
47/51,0.9215686274509803
52*30,1560
23+97,120
73*66,4818
54-87,-33
61*80,4880
26/62,0.41935483870967744
22*59,1298
54*83,4482
50/17,2.9411764705882355
23+9,32
56/39,1.435897435897436
55/40,1.375
59/78,0.7564102564102564
57/93,0.6129032258064516
72/34,2.1176470588235294
25/84,0.2976190476190476
68-80,-12
56*52,2912
17/13,1.3076923076923077
40/66,0.6060606060606061
53/75,0.7066666666666667
8+36,44
82+31,113
89*61,5429
87/35,2.4857142857142858
77/22,3.5
35/90,0.3888888888888889
25-1,24
39*37,1443
39/95,0.4105263157894737
36/90,0.4
52-85,-33
74/84,0.8809523809523809
67*14,938
81/2,40.5
32*46,1472
49*78,3822
12/95,0.12631578947368421
97+49,146
69/9,7.666666666666667
63/8,7.875
14/30,0.4666666666666667
99+64,163
95+41,136
56*46,2576
26+89,115
75+65,140
1/53,0.018867924528301886
72/41,1.7560975609756098
85+12,97
64*17,1088
32+87,119
22+56,78
81-3,78
32-28,4
99-19,80
19*48,912
50*91,4550
19-4,15
76+95,171
62-98,-36
90/4,22.5
75/18,4.166666666666667
68+38,106
10-94,-84
39+11,50
89+15,104
64+61,125
37*41,1517
94/35,2.6857142857142855
24*46,1104
44/96,0.4583333333333333
38*98,3724
62-0,62
59/44,1.3409090909090908
12/36,0.3333333333333333
57+71,128
37-28,9
82+59,141
22/29,0.7586206896551724
28+76,104
91-5,86
98+6,104
3*3,9
56*48,2688
77/18,4.277777777777778
76/23,3.3043478260869565
19+75,94
20/57,0.3508771929824561
80-43,37
54/52,1.0384615384615385
39-60,-21
98+8,106
9+80,89
97-70,27
84*71,5964
13-56,-43
35/45,0.7777777777777778
21-39,-18
63*53,3339
36-71,-35
53*86,4558
41+32,73
70*85,5950
58*66,3828
5/32,0.15625
13+10,23
38+64,102
23-27,-4
98+44,142
46+17,63
90-11,79
7*45,315
87*42,3654
10/7,1.4285714285714286
38-27,11
54+27,81
53+69,122
99*13,1287
52+97,149
60*53,3180
29*91,2639
83*85,7055
69*0,0
52/47,1.1063829787234043
66*41,2706
26*62,1612
43/38,1.131578947368421
74-53,21
48/64,0.75
88/24,3.6666666666666665
41*41,1681
15*30,450
85*66,5610
90+1,91
81+36,117
78-75,3
13*31,403
24+35,59
18+52,70
56/8,7.0
65-7,58
55*67,3685
58+74,132
27+7,34
5/35,0.14285714285714285
43*9,387
44*40,1760
57/25,2.28
31*28,868
91+65,156
63+85,148
57/97,0.5876288659793815
52/40,1.3
78*14,1092
38+53,91
14/93,0.15053763440860216
29/5,5.8
3+93,96
85+84,169
6-92,-86
66*86,5676
76*5,380
93*25,2325
38/13,2.923076923076923
43/77,0.5584415584415584
26/78,0.3333333333333333
4/72,0.05555555555555555
61*37,2257
24-22,2
41-87,-46
49+34,83
16*18,288
83+88,171
39-83,-44
19+20,39
25-59,-34
75/61,1.2295081967213115
94-18,76
61/55,1.1090909090909091
1/55,0.01818181818181818
54*67,3618
22/78,0.28205128205128205
1+83,84
94-43,51
11-1,10
4-17,-13
12-7,5
36-7,29
71-64,7
37+30,67
2-48,-46
95/75,1.2666666666666666
9-74,-65
4+44,48
22*63,1386
93/29,3.206896551724138
83/78,1.064102564102564
57-43,14
67+88,155
95*47,4465
66*60,3960
55+29,84
5*48,240
32-85,-53
72-70,2
38/33,1.1515151515151516
39+89,128
80/63,1.2698412698412698
61*91,5551
18-32,-14
68-64,4
48-14,34
17*30,510
43+73,116
13/3,4.333333333333333
43+4,47
42*94,3948
77/32,2.40625
62*44,2728
71+97,168
28-52,-24
88+73,161
12/20,0.6
96/28,3.4285714285714284
75-12,63
19-25,-6
52*5,260
81+12,93
92+92,184
33+2,35
23-69,-46
5+59,64
26-43,-17
31*57,1767
38+97,135
28+74,102
71+69,140
74/82,0.9024390243902439
22/32,0.6875
31+40,71
8-73,-65
13+54,67
49/40,1.225
1*98,98
95/49,1.9387755102040816
79*55,4345
52/84,0.6190476190476191
76/61,1.2459016393442623
63+53,116
98-9,89
44-78,-34
16-15,1
95/82,1.1585365853658536
13*89,1157
66+64,130
53+24,77
32+69,101
84/79,1.0632911392405062
49*74,3626
73-77,-4
37/74,0.5
51-13,38
72*46,3312
99/87,1.1379310344827587
34*55,1870
69*49,3381
87*12,1044
36/46,0.782608695652174
62/68,0.9117647058823529
30+1,31
77/65,1.1846153846153846
27+66,93
28+61,89
28*3,84
51+99,150
3-68,-65
79+65,144
80*12,960
44+38,82
42/99,0.42424242424242425
9*86,774
90*97,8730
68/3,22.666666666666668
25+0,25
42+9,51
68*42,2856
59-40,19
17+95,112
20-98,-78
73/70,1.042857142857143
38+75,113
60-49,11
98/49,2.0
37/28,1.3214285714285714
78/6,13.0
14-66,-52
12*73,876
8/2,4.0
33-16,17
15-70,-55
51/54,0.9444444444444444
17*95,1615
4-25,-21
13-67,-54
13+9,22
47-60,-13
34-47,-13
78-60,18
86/62,1.3870967741935485
75+4,79
87-18,69
80-1,79
17+91,108
61-8,53
74+75,149
94/82,1.146341463414634
89-18,71
69*20,1380
83/30,2.7666666666666666
79+46,125
41/29,1.4137931034482758
14-53,-39
92/21,4.380952380952381
51-73,-22
60/62,0.967741935483871
4-99,-95
60-78,-18
35*12,420
71+15,86
41+40,81
53+97,150
34/62,0.5483870967741935
11/31,0.3548387096774194
25+92,117
80-70,10
24+47,71
59*75,4425
85/71,1.1971830985915493
74/20,3.7
65/47,1.3829787234042554
72/67,1.0746268656716418
57*49,2793
51/68,0.75
49+61,110
91*67,6097
28*23,644
28-20,8
82/93,0.8817204301075269
88-82,6
59/54,1.0925925925925926
20-39,-19
32/16,2.0
4*64,256
74-77,-3
32/66,0.48484848484848486
8/50,0.16
57/56,1.0178571428571428
75-97,-22
75-32,43
5/61,0.08196721311475409
1-95,-94
39*48,1872
1+75,76
80/80,1.0
7*56,392
57/11,5.181818181818182
7/21,0.3333333333333333
84-24,60
67*6,402
31*60,1860
91/12,7.583333333333333
25+35,60
86/82,1.048780487804878
16+42,58
33+53,86
20-4,16
3+11,14
10*67,670
10-71,-61
82/53,1.5471698113207548
27+21,48
39/59,0.6610169491525424
65-41,24
49/10,4.9
65/35,1.8571428571428572
42-19,23
34/64,0.53125
14*89,1246
1*68,68
31+54,85
61-39,22
38-99,-61
59/49,1.2040816326530612
91/39,2.3333333333333335
56+99,155
29*60,1740
80-4,76
89-95,-6
33/79,0.4177215189873418
16/78,0.20512820512820512
27*14,378
4*22,88
11+51,62
35/87,0.40229885057471265
72*64,4608
93+12,105
46+48,94
5-23,-18
24/66,0.36363636363636365
57+63,120
72/66,1.0909090909090908
62*59,3658
2-57,-55
69/70,0.9857142857142858
44/52,0.8461538461538461
95/97,0.979381443298969
91+75,166
44*43,1892
94+22,116
54+86,140
84*77,6468
71*79,5609
1+22,23
49-76,-27
35/42,0.8333333333333334
73*18,1314
43+95,138
86+27,113
85*57,4845
18-34,-16
63-40,23
50/77,0.6493506493506493
68/3,22.666666666666668
92/10,9.2
0*48,0
45*74,3330
73/14,5.214285714285714
92-13,79
65+8,73
81*12,972
73/88,0.8295454545454546
34+28,62
68*59,4012
61/39,1.564102564102564
60+71,131
18+24,42
64/97,0.6597938144329897
81-5,76
43-30,13
94/5,18.8
10-66,-56
0-34,-34
29-2,27
78+35,113
47/70,0.6714285714285714
50*4,200
52*0,0
91/98,0.9285714285714286
2/6,0.3333333333333333
49-7,42
33-68,-35
42/45,0.9333333333333333
12+7,19
82*8,656
28*37,1036
72*78,5616
5+82,87
94+91,185
53+96,149
1/34,0.029411764705882353
34*75,2550
72-53,19
34-84,-50
28+62,90
65/76,0.8552631578947368
10+2,12
84-9,75
61+1,62
6-25,-19
31*32,992
29-63,-34
29/75,0.38666666666666666
82*57,4674
12+74,86
66/97,0.6804123711340206
6+17,23
83/40,2.075
79-86,-7
83/38,2.1842105263157894
76/38,2.0
52*75,3900
40+66,106
14-59,-45
86+20,106
53*45,2385
54/36,1.5
51+41,92
83/55,1.509090909090909
89-40,49
31-26,5
69/3,23.0
2*15,30
48*89,4272
81-0,81
8-92,-84
34+50,84
75+23,98
37*62,2294
84/60,1.4
82+64,146
8/41,0.1951219512195122
94+11,105
68-41,27
17+76,93
78*41,3198
77*69,5313
61/17,3.588235294117647
12*97,1164
89+5,94
84+88,172
29*39,1131
40+79,119
36*63,2268
84*20,1680
42-34,8
93+65,158
60/58,1.0344827586206897
54+89,143
12+27,39
59-87,-28
33-4,29
76*57,4332
46+45,91
94/78,1.205128205128205
44+44,88
60/97,0.6185567010309279
72+33,105
29+83,112
53*99,5247
8+32,40
4*25,100
83+4,87
14/22,0.6363636363636364
69+19,88
41-3,38
22*74,1628
77*89,6853
86*49,4214
18/67,0.26865671641791045
61*91,5551
96/6,16.0
29-48,-19
1/70,0.014285714285714285
23*72,1656
25-33,-8
35*25,875
96+74,170
58+35,93
79-26,53
48/38,1.263157894736842
13/70,0.18571428571428572
48-71,-23
66+54,120
97+13,110
93-22,71
38*45,1710
26-6,20
52-30,22
61+80,141
86*32,2752
34-57,-23
6+81,87
17*21,357
28/35,0.8
14+27,41
12*89,1068
98*79,7742
57/67,0.8507462686567164
17-74,-57
37+49,86
64*35,2240
51+72,123
5*66,330
52-22,30
75/65,1.1538461538461537
59-19,40
51-98,-47
88+23,111
78+19,97
13*31,403
29-37,-8
82+79,161
6-40,-34
82*57,4674
6/88,0.06818181818181818
37/13,2.8461538461538463
38/88,0.4318181818181818
0/66,0.0
91*67,6097
91/70,1.3
25-96,-71
10/89,0.11235955056179775
75/45,1.6666666666666667
65-20,45
88+90,178
78/61,1.278688524590164
27-22,5
77+28,105
9/1,9.0
66*30,1980
27*16,432
7*38,266
90*47,4230
6-84,-78
75/28,2.6785714285714284
70+77,147
65*19,1235
89+62,151
30/48,0.625
11*90,990
27+58,85
88+13,101
58+6,64
66*87,5742
1+17,18
85/4,21.25
28*25,700
88-46,42
17/24,0.7083333333333334
26/75,0.3466666666666667
5*99,495
58-36,22
64-25,39
36/31,1.1612903225806452
54-87,-33
44+69,113
92+67,159
22*13,286
76/74,1.027027027027027
51*36,1836
38+80,118
51/97,0.5257731958762887
49*24,1176
63*3,189
30/72,0.4166666666666667
91+60,151
69/69,1.0
8+60,68
33+56,89
0-20,-20
75/42,1.7857142857142858
62*29,1798
77-39,38
33+63,96
39-60,-21
64*13,832
13-91,-78
98/23,4.260869565217392
22-47,-25
60+81,141
41-75,-34
41/79,0.5189873417721519
34/63,0.5396825396825397
39+24,63
33+23,56
92/52,1.7692307692307692
95*15,1425
73*40,2920
31/87,0.3563218390804598
46+55,101
64-72,-8
58*58,3364
89*23,2047
19-42,-23
56/94,0.5957446808510638
72*6,432
88+30,118
95+22,117
32+61,93
7-93,-86
91/53,1.7169811320754718
61*71,4331
70*76,5320
41/68,0.6029411764705882
52+27,79
59/14,4.214285714285714
23/29,0.7931034482758621
12+89,101
99-65,34
88-39,49
4-51,-47
55*35,1925
21-28,-7
60+90,150
23*70,1610
72/75,0.96
99/98,1.010204081632653
60-15,45
75+66,141
12*66,792
53-58,-5
45+1,46
93+47,140
93+5,98
96-90,6
89/44,2.022727272727273
84*43,3612
74/18,4.111111111111111
38-12,26
53/67,0.7910447761194029
41+40,81
4-53,-49
90/40,2.25
68+50,118
53+53,106
63*94,5922
11-82,-71
79+11,90
52*11,572
37-73,-36
19/4,4.75
18/28,0.6428571428571429
62*59,3658
52-21,31
84-39,45
40+64,104
54*64,3456
69+86,155
71-9,62
75-83,-8
4+83,87
24/70,0.34285714285714286
39*59,2301
69-90,-21
56-27,29
33+85,118
36-6,30
34/14,2.4285714285714284
65/56,1.1607142857142858
65-79,-14
37-62,-25
1*4,4
63*32,2016
45+39,84
29/77,0.37662337662337664
61+68,129
60/36,1.6666666666666667
4*40,160
44-50,-6
91*78,7098
55*98,5390
49+46,95
70-46,24
69/24,2.875
48/42,1.1428571428571428
56+12,68
89*51,4539
56/79,0.7088607594936709
92*75,6900
69-52,17
50/74,0.6756756756756757
34-92,-58
97+21,118
74-64,10
64*60,3840
60*22,1320
74-54,20
14*47,658
96*7,672
14/30,0.4666666666666667
40/73,0.547945205479452
68/70,0.9714285714285714
94+38,132
9-52,-43
82-36,46
51+9,60
59*46,2714
18-41,-23
95-45,50
71/50,1.42
12/64,0.1875
82/62,1.3225806451612903
75-63,12
93*60,5580
29/39,0.7435897435897436
62/83,0.7469879518072289
78*5,390
41*34,1394
2-16,-14
41*24,984
89*67,5963
49+33,82
48*58,2784
33*14,462
8-33,-25
86-14,72
89-0,89
83+81,164
7*31,217
1*15,15
43/34,1.2647058823529411
44-71,-27
86+5,91
20*90,1800
6-90,-84
66/59,1.11864406779661
26+24,50
9+95,104
16-56,-40
64-80,-16
38*17,646
92/2,46.0
67-10,57
29+18,47
25*48,1200
39/95,0.4105263157894737
30/34,0.8823529411764706
40+60,100
27*49,1323
28/23,1.2173913043478262
70*24,1680
24/5,4.8
44/20,2.2
72*92,6624
80+93,173
29/82,0.35365853658536583
68/7,9.714285714285714
14+55,69
81+81,162
13-32,-19
1*73,73
28+0,28
53+15,68
59*51,3009
61+66,127
38*3,114
75-37,38
71-89,-18
97+59,156
78+66,144
86+14,100
3+41,44
64+20,84
2+68,70
84*36,3024
11/90,0.12222222222222222
81-60,21
24/62,0.3870967741935484
83/41,2.024390243902439
46-96,-50
38+27,65
68-86,-18
46/99,0.46464646464646464
83*15,1245
19+88,107
22+80,102
22+55,77
5-82,-77
71/35,2.0285714285714285
29*3,87
97+48,145
93/8,11.625
37-13,24
17-11,6
36/57,0.631578947368421
73*50,3650
7/90,0.07777777777777778
91*14,1274
98-21,77
6*11,66
13*93,1209
38-54,-16
34-12,22
69/60,1.15
16-90,-74
61+70,131
28/63,0.4444444444444444
31/64,0.484375
48+44,92
18/97,0.18556701030927836
7*42,294
44*3,132
31/68,0.45588235294117646
73*33,2409
45*33,1485
69/48,1.4375
71+46,117
51-93,-42
29/95,0.30526315789473685
12*11,132
45/1,45.0
12-96,-84
93+32,125
37+16,53
77/3,25.666666666666668
37+82,119
81*92,7452
55+64,119
11*91,1001
17+40,57
43*92,3956
78+21,99
48+8,56
37/88,0.42045454545454547
36-44,-8
31/99,0.31313131313131315
50/91,0.5494505494505495
17+53,70
54+47,101
13-85,-72
54/39,1.3846153846153846
70-79,-9
22/43,0.5116279069767442
42-93,-51
6/9,0.6666666666666666
37+73,110
71-11,60
92*49,4508
92/12,7.666666666666667
85-11,74
19+31,50
78+61,139
6+41,47
58+13,71
92+82,174
83-39,44
92-2,90
58/14,4.142857142857143
92+45,137
34-25,9
10*27,270
16+61,77
9+54,63
52+30,82
78+72,150
71*34,2414
3/10,0.3
73-58,15
98-11,87
65/28,2.3214285714285716
67*54,3618
30/10,3.0
55-82,-27
16-20,-4
90+12,102
83/2,41.5
30-90,-60
64-81,-17
26+32,58
32+53,85
72*75,5400
69+91,160
60/32,1.875
89+15,104
80*63,5040
91-85,6
38*96,3648
69-95,-26
85/81,1.0493827160493827
7/57,0.12280701754385964
76+95,171
41/80,0.5125
26-23,3
85-34,51
90/19,4.7368421052631575
15*56,840
39+82,121
36-3,33
83/3,27.666666666666668
71-45,26
23-89,-66
70/65,1.0769230769230769
18-22,-4
41-64,-23
75/64,1.171875
19*85,1615
32/21,1.5238095238095237
80-11,69
82+64,146
32-22,10
64-22,42
18+43,61
43*7,301
21/63,0.3333333333333333
99-90,9
66-99,-33
67*96,6432
21-0,21
11-19,-8
96-71,25
80-10,70
35/12,2.9166666666666665
50*85,4250
5-1,4
60-57,3
70-62,8
13/54,0.24074074074074073
3-94,-91
52+64,116
34+56,90
55*20,1100
40+66,106
60/6,10.0
93*56,5208
24+2,26
86+61,147
47/10,4.7
42/92,0.45652173913043476
22/59,0.3728813559322034
68+40,108
97/34,2.8529411764705883
13+42,55
4*91,364
20-17,3
23/66,0.3484848484848485
7+77,84
10+34,44
62+90,152
45+6,51
59/81,0.7283950617283951
2-47,-45
17/61,0.2786885245901639
43-35,8
35/96,0.3645833333333333
55-48,7
80+30,110
4/95,0.042105263157894736
57/46,1.2391304347826086
77-20,57
23+51,74
40+24,64
47+60,107
96/80,1.2
75*51,3825
46-63,-17
16+33,49
38+15,53
85*34,2890
47-90,-43
39*22,858
74+16,90
48/54,0.8888888888888888
93-73,20
11-43,-32
2/74,0.02702702702702703
63/36,1.75
19/66,0.2878787878787879
76*11,836
2+19,21
67/25,2.68
29*44,1276
92/23,4.0
46/97,0.4742268041237113
52-26,26
34+45,79
15-98,-83
71+74,145
66-17,49
27*64,1728
65*14,910
49*12,588
67*72,4824
69+94,163
63/77,0.8181818181818182
88-17,71
44+49,93
13/54,0.24074074074074073
74/56,1.3214285714285714
70*57,3990
5*91,455
35-52,-17
15+51,66
58*95,5510
54-46,8
77*1,77
84+70,154
46+59,105
32+39,71
55*91,5005
83-27,56
58*98,5684
48+61,109
98+79,177
91+2,93
46-50,-4
87/12,7.25
56-92,-36
2*21,42
74*37,2738
93/14,6.642857142857143
45/64,0.703125
59+15,74
93*70,6510
87-63,24
27+47,74
13*54,702
75*69,5175
45-97,-52
93+39,132
32/15,2.1333333333333333
30-62,-32
89/47,1.8936170212765957
51+88,139
71+49,120
79/17,4.647058823529412
30+42,72
84/30,2.8
21/53,0.39622641509433965
57+91,148
0+74,74
59+86,145
73-55,18
68*44,2992
34/93,0.3655913978494624
83*7,581
52/4,13.0
27-5,22
8/16,0.5
23-51,-28
19/56,0.3392857142857143
81+80,161
21-72,-51
45+12,57
93-2,91
68/26,2.6153846153846154
83*78,6474
57*82,4674
75-69,6
68/53,1.2830188679245282
86*15,1290
89-96,-7
37/57,0.6491228070175439
95*82,7790
82*88,7216
48-8,40
99*32,3168
70*83,5810
49*67,3283
49/98,0.5
24+89,113
21-22,-1
40*71,2840
99/14,7.071428571428571
5*65,325
23+82,105
20-0,20
64/66,0.9696969696969697
60/1,60.0
52+96,148
1+47,48
2+76,78
69/83,0.8313253012048193
19*37,703
56/21,2.6666666666666665
68-19,49
72*24,1728
26+49,75
36+52,88
72+30,102
7+26,33
30-29,1
0-26,-26
89/40,2.225
77+10,87
6+66,72
29*85,2465
99+18,117
77*35,2695
27*9,243
79/68,1.161764705882353
99+36,135
0*84,0
44-5,39
43/49,0.8775510204081632
40*67,2680
12+96,108
98-90,8
82/52,1.5769230769230769
18*3,54
5+17,22
76+50,126
96*26,2496
33+15,48
26/72,0.3611111111111111
3*69,207
12+47,59
86-90,-4
69/86,0.8023255813953488
35*30,1050
23+83,106
22-84,-62
48-55,-7
4*59,236
22/6,3.6666666666666665
32+57,89
49/17,2.8823529411764706
10-10,0
77+57,134
18-44,-26
34+23,57
31/33,0.9393939393939394
63*29,1827
83+74,157
64/7,9.142857142857142
45*26,1170
68*42,2856
8*4,32
3-7,-4
73-2,71
81-71,10
83-85,-2
86-35,51
19/83,0.2289156626506024
50*55,2750
51/12,4.25
40+32,72
13*2,26
21+38,59
4-46,-42
53-51,2
66*55,3630
51/13,3.923076923076923
68/79,0.8607594936708861
74+92,166
97*64,6208
82/75,1.0933333333333333
94*56,5264
5*92,460
2+0,2
2-28,-26
85-9,76
26-51,-25
4+68,72
49-4,45
37*82,3034
57+40,97
65-2,63
55+61,116
96-47,49
37+23,60
23-88,-65
65/69,0.9420289855072463
60+90,150
27/9,3.0
78+8,86
5+91,96
46*25,1150
12/88,0.13636363636363635
42*10,420
78*65,5070
64+61,125
47/96,0.4895833333333333
95+92,187
58+69,127
7-16,-9
70/10,7.0
56*65,3640
65-11,54
14*60,840
65-83,-18
64+32,96
95+11,106
5-18,-13
70/71,0.9859154929577465
10*43,430
5/48,0.10416666666666667
43/71,0.6056338028169014
58/44,1.3181818181818181
53+2,55
99-94,5
2*0,0
8*70,560
9-63,-54
19*32,608
79/28,2.8214285714285716
62/58,1.0689655172413792
72/2,36.0
49/50,0.98
29*91,2639
49*43,2107
91/14,6.5
41*60,2460
95-82,13
88*80,7040
